SmokingUsagePeriod,SmokingFrequency,Component1Damage,Component2Damage,Component3Damage
13,9,0.21886530320993258,0.9820575506907058,0.42719431412080433
20,2,0.43607822153477893,0.8967562155440633,0.20437707939295968
8,18,0.9963799766701859,0.47978551036957007,0.9340436109710684
7,3,0.26784259403664756,0.14346245339021013,0.984468844195378
25,12,0.8652207262226506,0.12844834498653668,0.8387966348355665
7,16,0.22442205994929498,0.048975248296937446,0.5520767097302669
14,9,0.7345812002131736,0.4028008292094276,0.33695146459138847
29,12,0.310113427210137,0.8643780485250383,0.30290673357859255
13,14,0.05457111353500088,0.6882037165481275,0.5436314834763758
21,4,0.8851954141657136,0.7468628370459129,0.7742839226071963
5,7,0.5262383272263786,0.6576857569099605,0.9133835228647719
24,15,0.9503315498551758,0.9364305926423094,0.4355453926571111
17,18,0.7124708676632476,0.379623775645866,0.6520445566307119
1,7,0.21087759391270355,0.7440546072634384,0.4158241790781626
26,3,0.6652650135152748,0.26914712087639825,0.4628920115830575
9,8,0.7435520922634743,0.679066489576652,0.24904157464338772
25,8,0.8736933255588378,0.7079515394799213,0.8119225680194448
21,1,0.7694202294594286,0.36554365979287906,0.7201883477566818
27,11,0.6756138031545167,0.37654870181097255,0.6768198927068925
27,7,0.2268614086352897,0.011032331072073687,0.6525963392087668
14,13,0.043327412933811815,0.44472462958557946,0.7414630396094467
14,2,0.23459792426366988,0.3842443949729438,0.8910311542094964
9,2,0.31107997103270757,0.7681463639580355,0.886450182702633
15,16,0.4816148118660112,0.8879511835028393,0.8307729630451371
7,1,0.4314627157452826,0.18250330719357655,0.915528766503554
2,7,0.30505394493281857,0.4181265815694317,0.17213837736931636
7,8,0.6528137872627288,0.9058854419585541,0.9772307197793161
9,7,0.22997602871892298,0.7795299555362539,0.22222318982345957
24,15,0.8295137733945707,0.04785651899553356,0.4033848467676244
11,9,0.8625200185589392,0.6463375969521429,0.9309272295581213
13,12,0.8404209707276326,0.006287108034150557,0.13685283101333012
13,19,0.09833967484281236,0.5117189803622286,0.6230615769654165
26,17,0.7925079253120025,0.7202990894520349,0.8504026402134595
11,6,0.764784415754837,0.5092667560298761,0.7881501673248524
28,9,0.5294929573709912,0.591606284885956,0.6298795429659805
18,7,0.6381685917058375,0.864283530065975,0.002823909698209226
8,16,0.8600785592023544,0.24324952221582674,0.3158847273732932
14,3,0.05012310832373501,0.5460280822575216,0.42143165522020687
13,5,0.39165123487746156,0.051695418225218615,0.344338922976428
28,17,0.26116532360151,0.27378243521083656,0.09061159418639375
2,17,0.3799373340512795,0.846507316346688,0.5433313531685946
24,11,0.05270395235656733,0.680087222292857,0.2999815848341465
10,10,0.6862116609069866,0.31786265766077804,0.13349063229913516
15,1,0.9406776432373201,0.0508738369725491,0.9040486687862693
25,10,0.30811461565358733,0.16594093848157876,0.18121322247021732
24,16,0.9063108848848019,0.18406478427089012,0.8247261230877077
2,6,0.16409460395993214,0.43403959849776863,0.7477506486895283
4,13,0.14663300768780052,0.2635217844746044,0.8908193931795109
18,11,0.5449936433389053,0.5334322981478441,0.45298088800755854
25,16,0.2811919322762868,0.1286481984082346,0.0779228443322032
15,18,0.5557760761879449,0.16783312408802153,0.03496410925869642
24,9,0.4035122300564389,0.9130038632190721,0.3754046240031732
6,8,0.9016080380468955,0.3405801552251808,0.6654385905343188
2,10,0.13644574163624723,0.3700055355790872,0.9520879458783238
19,2,0.38904181751907807,0.7623667280490938,0.027859366745634384
6,5,0.7726429048082586,0.8862566560468484,0.9708519169326324
3,10,0.15671899563329195,0.7129770302026465,0.13811907131612788
19,5,0.5463451581277726,0.342410608846345,0.007275934087605296
15,5,0.7312728772453129,0.6437320543224677,0.6769851710687144
14,5,0.5226986825181764,0.04578815931250513,0.28620069134401305
26,1,0.9030133101134753,0.2323846611317143,0.5694498719444304
4,16,0.4437569362257834,0.9867564570873304,0.7854448857560259
19,17,0.24999565545083657,0.4260580243360209,0.42083318708882855
28,11,0.31059072936001564,0.2410068031688667,0.5282145137436071
15,16,0.8041303656358729,0.7879398041273353,0.2885921515842922
23,13,0.8352597371037044,0.558029568435929,0.9699827331050126
24,9,0.7206280645505989,0.8228045162656972,0.5736927022528628
10,5,0.13630329649730688,0.9820904619085674,0.3964188095370388
18,17,0.4941001044228036,0.22541927898195446,0.2153190900837908
4,16,0.7690320514455714,0.35128464604285536,0.034725833726651834
12,18,0.09965728849478583,0.5411906632383886,0.5515369521115653
27,14,0.4759689565428993,0.5715524979475676,0.44705647758933686
29,16,0.8807289864502333,0.6774212946417806,0.5985225210004653
25,7,0.12630216267779415,0.7842604651097483,0.6778716619581592
12,3,0.492687600776748,0.9102240575816953,0.8084024963832457
11,13,0.16276381809709162,0.5183057418397505,0.2894512157400819
4,7,0.8618095460557686,0.2462548722170287,0.2329987231598678
14,19,0.16992071929025943,0.709634233854882,0.8204925622636721
27,16,0.06290048403915938,0.25060132751541864,0.2438684280809449
27,5,0.20159547754619633,0.4968832146382153,0.8491525197721828
28,8,0.5359524720840694,0.546360525191784,0.31727566054452416
24,15,0.880838944639184,0.6096058475642817,0.6312967884092738
26,9,0.10337915674426901,0.7334699073298788,0.23731828023126333
28,18,0.9966711741784792,0.4459609177967607,0.6939153446696498
26,4,0.9574806763280627,0.7839993154214074,0.42033011385628183
15,13,0.10187304728747981,0.4408905277857499,0.8616559380145284
28,12,0.9115793391958485,0.3664532805954265,0.8877181038680743
4,2,0.9877431143193203,0.31175092588114484,0.5626474864499265
4,6,0.9540435424275799,0.08446852808093441,0.6838038451495944
15,6,0.3871561522295216,0.7150100925669337,0.8902890334748897
22,3,0.5939525698677102,0.13722174919585184,0.938721840519997
28,17,0.10596800170217302,0.03899356422490585,0.020590009776168094
23,13,0.6853449352227831,0.23236419061114155,0.9604728991407475
17,16,0.2159062103281053,0.220956538133797,0.5203446887128415
25,2,0.14621364337405784,0.6904790002792921,0.1541113130061208
24,16,0.28996183527608643,0.8133525261044902,0.6954826086175123
24,8,0.4146254170496464,0.16705638472955509,0.6393656396895645
5,7,0.3396679274035589,0.4768916294489586,0.8380106855848984
5,6,0.5871554482993231,0.5986602056909314,0.4843971814945527
6,12,0.06747919724016138,0.7336810839509632,0.9299419474174645
17,14,0.2599001610816051,0.20943856540297012,0.07690081237866919
25,15,0.4047189292576143,0.14068601651973434,0.5036542516915133
29,3,0.5720436261418762,0.45529576142414707,0.314195609188057
10,9,0.44015444835595297,0.9495933261755108,0.3601070011674582
3,18,0.4510868781508022,0.9664387458197934,0.8361259100870831
6,11,0.4422398011251384,0.2144068298326417,0.8156895213000648
2,3,0.8154605323982118,0.4520915935097042,0.31012257373395524
6,15,0.19580672728790927,0.34417863828614303,0.32858910444293965
29,5,0.8968520783834165,0.01404308428452139,0.36101522194403246
10,8,0.34225501562035776,0.4788203765591932,0.6906288450799151
16,10,0.914603292478657,0.338812040315158,0.3363401762823399
28,14,0.14275034584107638,0.6660782539967873,0.47954612246096584
29,3,0.8003772780984122,0.6771450831938702,0.049486433140216834
3,18,0.04157813350129058,0.5310156206388845,0.8334203161181781
11,7,0.9269595789909962,0.06375169807025671,0.9991022843955168
5,6,0.9700093119763515,0.8377878225924956,0.585448474526178
4,4,0.05079071462961138,0.9609325287479171,0.7605926209537256
17,12,0.8028515231623349,0.7888056354372729,0.43641437692174967
4,2,0.1500682572711547,0.7619628328305379,0.8636739377240148
24,6,0.6749568032107043,0.8670281405046345,0.047047739746898465
28,6,0.9105897867064633,0.7154170170400728,0.3174929082493486
24,15,0.9072795115882422,0.388178829207107,0.5824554025625676
3,13,0.21342988373432004,0.381610119950336,0.2982747322160958
6,11,0.1072086408347247,0.2079725985089279,0.5068231736252482
18,4,0.6527307705078412,0.48811317069667315,0.5829199165861075
24,2,0.6729187052668639,0.8719959257512889,0.6498395670166287
22,14,0.32310676535888083,0.10533884524339787,0.9749320065643274
26,6,0.9867851940446422,0.10354854474205266,0.8459371662568069
18,12,0.15864782909207875,0.40000832298528555,0.7175397063435203
27,14,0.19191335353149364,0.32811219829768423,0.2676598937038014
3,14,0.44537140184028645,0.054719656498825375,0.1161177963800667
14,19,0.585844839434673,0.19129765481073113,0.09544016747444772
11,18,0.8468177944929782,0.9192759964042625,0.6647969686506605
9,17,0.9395023901447949,0.9772260389412634,0.5775955476456446
22,12,0.018666554497381638,0.5539876552170807,0.3256864854812611
1,3,0.8962593366911731,0.4117914007629999,0.23756043164666418
26,5,0.33616744905481355,0.06052907747119618,0.6680103185526649
4,9,0.11155186243010484,0.8571120397537889,0.6711331223335868
4,1,0.32606674481186004,0.5833230140630039,0.547866105024235
20,12,0.894820079256414,0.048100147112550284,0.44590740755158864
2,4,0.3339259866846558,0.7466694045315689,0.17431242995690166
8,3,0.3362146658246772,0.03641182092751949,0.07096268572336151
7,6,0.6126486273497306,0.5741878915154507,0.4814386749513855
4,1,0.6719449402985086,0.8966515703576233,0.25723666041655857
2,17,0.523759289822338,0.4125473181804288,0.7589245250423771
8,3,0.9869881035727668,0.37114076453700273,0.5349267095858216
19,19,0.9602932810341923,0.8023275246716541,0.04975970960127185
29,3,0.8032666356375435,0.8901306986908475,0.7136588629588232
7,9,0.7722787696812196,0.004939347859048371,0.6799485437546637
6,18,0.14799639792487185,0.3917215708679691,0.9043458544957903
10,1,0.09131100114547697,0.9840586607063033,0.21275303513741395
9,11,0.969368190325192,0.3362086034318451,0.8208095786358045
10,1,0.0780817931946376,0.6695401849186904,0.929481029592442
5,19,0.805897403466718,0.548528075404749,0.6127389068971529
27,6,0.047553141947482724,0.780384058451064,0.7374906416779815
24,5,0.17855485819323302,0.15893959221990117,0.0584996176471001
9,18,0.41818855539152144,0.9491432019413969,0.12052717449180383
22,13,0.9703512700215964,0.5916131195106218,0.07141146338216808
26,15,0.4235124952535011,0.774949198568818,0.7713669343774083
19,16,0.13805819035895028,0.6605018421256785,0.4965347698740732
5,5,0.17422200659007125,0.325394764027665,0.018662682793825547
13,19,0.6633419086549661,0.04302024574689611,0.8041311562673138
29,9,0.9743256589147726,0.4602584538348441,0.4730715702820021
4,11,0.062311497245340575,0.9268663885156199,0.6389866677102637
20,7,0.8742650990348959,0.18292588587139136,0.22051570690734068
18,19,0.5264420482353803,0.8097414817739365,0.4316531792351136
8,9,0.17170487267633905,0.9432896347123554,0.3524051136459593
13,1,0.5727549380297928,0.039305443483216074,0.2864853224468846
9,1,0.6996277110618365,0.5847054951165745,0.9972757876196721
22,8,0.6117837355815211,0.34690636168617484,0.3888231800418821
24,18,0.9254019325013714,0.5742121675854857,0.34193689662659776
24,2,0.6424677889362213,0.7154439939964409,0.6142765287517706
15,16,0.420151280711639,0.01171047948111792,0.301243811979499
15,7,0.29436002455387644,0.017119138780445242,0.04885207792468638
24,1,0.3906089053990761,0.4880352718975285,0.20478845998259765
29,9,0.2586183259209094,0.15116983611500268,0.5362283338158285
22,12,0.42878113250766636,0.7681975173355686,0.4630566165482781
17,12,0.3571946040286377,0.5370965019325857,0.5211340618449124
17,17,0.4862937461328424,0.7536091627229066,0.6899242954874965
15,17,0.06438824091788242,0.8011537350285652,0.03811594905722249
25,11,0.8951855078349704,0.13885601723690066,0.7556434330013787
16,19,0.846137659718347,0.021843171226032188,0.1842704094471146
18,9,0.5726517603047374,0.6171532781355565,0.7532962203962411
17,10,0.9111541142669934,0.8105720672057101,0.023210289512973215
15,11,0.35959160723400996,0.5314776357029584,0.688369169546582
15,12,0.8159902120899025,0.9304642302808946,0.5809944131692033
21,7,0.18459429009952688,0.8280605372625706,0.9201000989654121
12,18,0.9713906790067739,0.3238777998426733,0.5862512562476163
16,15,0.3876655498428503,0.3053554137342134,0.26116088945025273
27,6,0.5892850170113338,0.6357939061306673,0.3043817175126141
22,17,0.200904395603972,0.0676758778452008,0.48077886980603046
5,5,0.5871831990207446,0.3135003018324859,0.6362438875959893
22,15,0.22057101710109273,0.6284846096054605,0.8890176690263424
1,16,0.8624058972909242,0.6210284100090951,0.6889765787941906
8,19,0.91146646662787,0.3884447644833565,0.9816786912170571
2,3,0.14595221904790867,0.9945468130751814,0.01038090172224504
3,3,0.5198936755034028,0.9487340361213337,0.46678235968243076
11,15,0.7313441431469228,0.1298440368464464,0.3626250696783515
19,16,0.3150291529996826,0.6021205803542156,0.17710699191661206
8,8,0.4132668782406833,0.5131194960514198,0.23423705904623926
27,6,0.11018792250589338,0.6344196621381553,0.22719847995122777
8,5,0.33287081240499183,0.18919136730087782,0.8222120732860275
4,15,0.5180596338548555,0.07848281992654615,0.5834543121833854
27,16,0.7494479350355641,0.9122535530822474,0.40119267807884984
7,14,0.16651097425034433,0.763363173684716,0.5187154765048624
2,17,0.7989707377809908,0.9403075452021794,0.8482168664314631
9,7,0.2196162511322156,0.0935426657993772,0.5232801758648524
21,5,0.7703494852462317,0.5978521539485343,0.09859818558703226
18,14,0.17409251534463532,0.5763985901397382,0.6455399096929486
14,8,0.7215122278978803,0.23943976047859306,0.6532311017656622
23,14,0.8931773557035833,0.6363197808696798,0.6232736072503224
22,2,0.17832059581854542,0.20649488780981717,0.9218731914288679
26,15,0.6747086177701672,0.7451846161939076,0.21223972412515957
11,3,0.5298158355982893,0.1038796128623789,0.9974983056464303
16,4,0.39654022436158787,0.7862045853735418,0.06841183191597977
1,2,0.70527617706275,0.04869844394445044,0.7794191135416246
4,3,0.698036245093825,0.37004687542245274,0.6147826229331329
18,15,0.3380000380848366,0.08081671949790126,0.791576766925783
20,3,0.368453172946985,0.9807390479152385,0.3549899515460142
8,9,0.7695895209567643,0.26811140884793117,0.9972321903265292
8,9,0.7908390926702203,0.47302739811802497,0.12600313158391097
24,4,0.9931677858693881,0.11319831871971764,0.637980114052539
22,11,0.939715920196157,0.4543817175072833,0.9634812500143195
20,10,0.9333283400607061,0.642921944812395,0.629359923471385
23,10,0.9327834838720446,0.6147689998329176,0.5478731972934493
15,4,0.8319275682394505,0.4720258449766057,0.42500069646906136
20,17,0.6655446233516928,0.7284901229174051,0.6735533011395514
6,11,0.1314742959631935,0.44198435273409475,0.8142447004066163
2,15,0.29044950820545423,0.3368568860939627,0.42150386686737296
6,12,0.9265853482876135,0.897804793420636,0.9900196957951591
10,7,0.9721394165393962,0.4720329814788443,0.4564732871729066
18,13,0.7418243979456539,0.0297038213122347,0.28378232643474977
4,3,0.06149837007087244,0.5179660411050787,0.5976970764932226
14,14,0.8543928797196888,0.07052240104794782,0.06886720366805443
26,3,0.17253254794841333,0.9153101779157564,0.19864104615278544
2,13,0.7422153399204489,0.3268152098413193,0.3220177285836241
22,6,0.31970933242336563,0.19522075675356587,0.7923001867988667
7,11,0.16537997182198816,0.3130625178087775,0.18553526005280696
27,11,0.16373939589995679,0.9513020751388858,0.6146705651653954
18,4,0.1252379390108308,0.36446375806011644,0.9828551434976881
22,18,0.9981820246744911,0.13003997199817574,0.750597549458096
17,2,0.5176889441566361,0.366129298461376,0.47546046644552353
24,5,0.4124236775731248,0.04523045943790205,0.8121612517693029
17,3,0.2074277306526462,0.6719135922726033,0.12078443521414328
13,3,0.4167935994436841,0.3477106107239776,0.5888936453962129
27,10,0.8691862236495659,0.275490940124575,0.38029249480416794
20,12,0.15884663283486444,0.19782337652683202,0.908369402889997
17,5,0.5037046000291924,0.2833970380070173,0.3105680892742234
29,12,0.5359586654345566,0.28537737019153697,0.6884839803327588
7,15,0.8491982263286418,0.5038242171595724,0.23298724627698097
3,13,0.2557528685385898,0.073799379638254,0.7533324155402383
8,3,0.2719175041018034,0.16509497097875447,0.9788778921567572
11,5,0.4163213958594325,0.7045460935809608,0.46356554132114935
6,12,0.009813276732686282,0.6904006658915508,0.887494139095514
15,6,0.09342532497552702,0.4451023554649448,0.3493494556603072
18,4,0.6962752749793014,0.5573737053449681,0.38406341905929475
1,14,0.5679138224525766,0.9422958430617692,0.11492343023776386
1,15,0.06751933042154579,0.18118878602943178,0.9399064112380011
3,5,0.42905393844597883,0.7588223703300389,0.517683817968095
7,8,0.4212123471147732,0.7122104366226911,0.43311433003144484
6,2,0.9281935961456156,0.10505730337492991,0.06794745233472388
16,2,0.6414307041187749,0.8025406979392401,0.07443841847924437
15,8,0.7289875872507761,0.6821253502908439,0.28803291095656336
29,11,0.30436426728669985,0.8181871085539123,0.8547456473639652
10,17,0.2295698145802929,0.0535150098020204,0.9419529770864274
18,19,0.9710763332384028,0.5723419670678556,0.7129372727018383
6,6,0.3002419450879711,0.42312886147046025,0.8667742741785324
20,10,0.9811145309595797,0.8822147404195324,0.8013461562458192
27,2,0.13656376814815596,0.5846780030188652,0.9759798861063105
7,15,0.7810069485800071,0.4179200739785355,0.39845176435414187
5,14,0.5980457592590227,0.9914841620969854,0.8301814091146785
27,13,0.8887890561282066,0.29712036415118015,0.9164436095186694
8,17,0.30818346006755715,0.8471995998800022,0.8070531852055509
14,11,0.12289977194689083,0.765847376395901,0.8616317688824431
18,2,0.9790832385949756,0.3139313690535087,0.0013764983438844247
15,16,0.4063660452369007,0.6375073712727601,0.7113761826437848
7,2,0.46666696348151115,0.9612097974228111,0.4270432429444565
1,8,0.5236488774559052,0.4500784150566617,0.22382837619762963
20,4,0.5290237956764728,0.9106485410145042,0.8732228709264533
2,10,0.42400051333181943,0.1793779616769905,0.48856620666046546
4,12,0.9207257395159938,0.22832489245058618,0.008390912157930641
1,6,0.14911087171375959,0.6621362789609141,0.17876102641568536
9,11,0.6476939667252622,0.7913389058068651,0.1291815753081449
14,5,0.46704851978619455,0.1551271477456131,0.9031597113004118
6,15,0.7585409783736936,0.9996714189253467,0.7229597427567956
18,13,0.811176165400107,0.5441569115223194,0.4489629871717319
21,5,0.32392521520835427,0.7354152460081325,0.3412185341167113
20,6,0.768000272268724,0.775766152331382,0.006573661720984059
3,1,0.34332488137705597,0.9943158781992745,0.28540027305214044
